Effective N of Points	frMinfrMax
20	100	1000
Title	I_max	I_meas	dI_stat	dI_sys	dI_tot	status
layer1_strips12_300V	423	1361.61	0.948366	0	30.3443	4
layer1_strips23_300V	1850	1804.06	0.000433444	0	0.000433444	4
layer2_strips12_300V	400	4.95782	0.00873588	-0.469248	0.519069	0
layer2_strips23_300V	613	6.54238	0.00645093	1.16903	5.17567	0
layer3_strips12_300V	216	1638.74	0.406061	-10.3498	10.3578	0
layer3_strips23_300V	392	2211.01	0.257052	-13.9932	13.9956	0
layer4_strips12_300V	410	65.7111	0.113142	-8.12727	8.12806	0
layer4_strips23_300V	374	67.4617	0.151963	-10.3825	10.3836	0
