Effective N of Points	frMinfrMax
20	100	1000
Title	I_max	I_meas	dI_stat	dI_sys	dI_tot	status
layer1_strips12_300V	598978	0	24271.1	0	27954.8	350
layer1_strips23_300V	816	819.023	1.538	0	1.538	4
layer2_strips12_300V	1331	1605.2	0.139365	0	0.139365	4
layer2_strips23_300V	2042	1167.24	0.000624264	0	0.000624264	70
layer3_strips12_300V	511	10707.4	1.07988	0	1.07988	140
layer3_strips23_300V	1139	15257.3	4.13867	0	4.13867	4
layer4_strips12_300V	1109	351.046	0.112959	-24.4986	24.4988	0
layer4_strips23_300V	1246	204.107	2.22503	-690.627	690.631	0
layer5_strips12_300V	1076	8498.93	0.00676471	0	0.00676471	4
layer5_strips23_300V	1282	9691.89	4.28237	0	4.28237	4
