Effective N of Points	frMinfrMax
20	100	1000
Title	I_max	I_meas	dI_stat	dI_sys	dI_tot	status
layer1_strips12_300V	465	0.291151	0.0113642	-28.824	28.824	0
layer1_strips23_300V	694	21.4018	0.0493555	0	0.0493555	4
layer2_strips12_300V	882	70.8806	0.116665	0	0.116665	70
layer2_strips23_300V	375	85.8544	0.0318156	0	0.0318156	210
layer3_strips12_300V	586	58.7575	0.000404186	0	0.000404186	4
layer3_strips23_300V	458	61.7706	0.0174882	0	0.0174882	70
layer4_strips12_300V	813	1252.28	0.0310499	-3.38607	3.38621	0
layer4_strips23_300V	396	2289.95	0.0866333	0	0.0866333	140
layer5_strips12_300V	412	86.2601	0.0593987	0	0.0593987	140
layer5_strips23_300V	430	78.0454	0.0703531	0	0.0703531	140
