Effective N of Points	frMinfrMax
20	100	1000
Title	I_max	I_meas	dI_stat	dI_sys	dI_tot	status
layer1_strips12_300V	582	304.846	0.00347095	-1112.45	1112.45	0
layer1_strips23_300V	286	1740.85	1.74078	0	1.74078	4
layer2_strips12_300V	2914	2339.8	0.019463	0	0.019463	140
layer2_strips23_300V	263	951.059	1.53021	-1070.58	1070.58	0
layer3_strips12_300V	297	1667.73	15.2662	0	15.2662	4
layer3_strips23_300V	271	1014.12	2.80428	-1070.36	1070.36	0
layer4_strips12_300V	323	862.765	0.0670063	-976.377	976.377	0
layer4_strips23_300V	277	791.122	0.802786	-1020.81	1020.81	0
layer5_strips12_300V	290	1886.3	1.7712	0	1.7712	4
layer5_strips23_300V	291	1634.27	2.47309	0	2.47309	70
layer6_strips12_300V	289	1797.76	0.289684	0	0.289684	70
layer6_strips23_300V	298	1936.96	0.592189	0	0.592189	70
