Processed root file        charge                Date      
me11data_2900/A10852.root      749.69       12-OCT-2022
me11data_2900/A11517.root      788.89       05-APR-2023
me11data_2900/A11764.root      793.65       12-May-2023
me11data_2900/A12103.root      807.65       09-AUG-2023
me11data_2900/A12232.root      810.91       16-AUG-2023
me11data_2900/A12880.root      836.69      21-Feb-2024
me11data_2900/A13161.root      850.34      27-Mar-2024
me11data_2900/A13244.root       850.35      08-MAY-2024
me11data_2900/A13403.root       854.09      05-JUN-2024
me11data_2900/A13502.root       856.52      12-JUL-2024
me11data_2900/A13929.root       885.68      28-AUG-2024
me11data_2900/A14159.root       923.78      30-OCT-2024
me11data_2900/A14319.root       936.30      13-NOV-2024
me11data_2900/A14554.root       951.70      05-MAR-2025
