2	2018-07-11 14:39:17	0	-2.611105E-10

2	2018-07-11 14:39:19	0	-2.517951E-10

2	2018-07-11 14:39:20	0	-2.397838E-10

2	2018-07-11 14:39:21	0	-2.290238E-10

2	2018-07-11 14:39:23	0	-2.189902E-10

2	2018-07-11 14:39:24	0	-2.144643E-10

2	2018-07-11 14:39:25	0	-2.038574E-10

2	2018-07-11 14:39:27	0	-2.020826E-10

2	2018-07-11 14:39:28	0	-1.888924E-10

2	2018-07-11 14:39:54	0	-1.241632E-10

2	2018-07-11 14:39:55	0	-1.273313E-10

2	2018-07-11 14:39:57	0	-1.264157E-10

2	2018-07-11 14:39:58	0	-1.221879E-10

2	2018-07-11 14:39:59	0	-1.208050E-10

2	2018-07-11 14:40:01	0	-1.189192E-10

2	2018-07-11 14:40:02	0	-1.269176E-10

2	2018-07-11 14:40:03	0	-1.167633E-10

2	2018-07-11 14:40:05	0	-1.203464E-10

2	2018-07-11 14:40:06	0	-1.157717E-10

2	2018-07-11 14:40:07	0	-1.100840E-10

2	2018-07-11 14:40:09	0	-1.061304E-10

2	2018-07-11 14:40:10	0	-1.058411E-10

2	2018-07-11 14:40:11	0	-1.025246E-10

2	2018-07-11 14:40:13	0	-1.056649E-10

2	2018-07-11 14:40:14	0	-1.031735E-10

2	2018-07-11 14:40:15	0	-1.077981E-10

2	2018-07-11 14:40:17	0	-1.083061E-10

2	2018-07-11 14:40:18	0	-1.025061E-10

2	2018-07-11 14:40:19	0	-1.104716E-10

2	2018-07-11 14:40:21	0	-1.013522E-10

2	2018-07-11 14:40:22	0	-1.043990E-10

2	2018-07-11 14:40:23	0	-1.006390E-10

2	2018-07-11 14:40:25	0	-1.025101E-10

2	2018-07-11 14:40:26	0	-1.002434E-10

2	2018-07-11 14:40:27	0	-1.013047E-10

2	2018-07-11 14:40:29	0	-9.897944E-11

2	2018-07-11 14:40:30	0	-9.264586E-11

2	2018-07-11 14:40:31	0	-9.596233E-11

2	2018-07-11 14:40:32	0	-9.775222E-11

2	2018-07-11 14:40:34	0	-1.016643E-10

2	2018-07-11 14:40:35	0	-9.939832E-11

2	2018-07-11 14:40:36	0	-8.917158E-11

2	2018-07-11 14:40:38	0	-9.209974E-11

2	2018-07-11 14:40:39	0	-9.328446E-11

2	2018-07-11 14:40:40	0	-9.102969E-11

2	2018-07-11 14:40:42	0	-9.537091E-11

2	2018-07-11 14:40:43	0	-9.518873E-11

2	2018-07-11 14:40:44	0	-9.014290E-11

2	2018-07-11 14:40:46	0	-9.946201E-11

2	2018-07-11 14:40:47	0	-9.396440E-11

2	2018-07-11 14:40:48	0	-9.327069E-11

2	2018-07-11 14:40:50	0	-8.230550E-11

2	2018-07-11 14:40:51	0	-9.026713E-11

2	2018-07-11 14:40:52	0	-8.350189E-11

2	2018-07-11 14:40:54	0	-9.054972E-11

2	2018-07-11 14:40:55	0	-9.948414E-11

2	2018-07-11 14:40:56	0	-9.186604E-11

2	2018-07-11 14:40:58	0	-9.064213E-11

2	2018-07-11 14:40:59	0	-8.774984E-11

2	2018-07-11 14:41:00	0	-8.204182E-11

2	2018-07-11 14:41:02	0	-8.570413E-11

2	2018-07-11 14:41:03	0	-7.790594E-11

2	2018-07-11 14:41:04	0	-8.980222E-11

2	2018-07-11 14:41:06	0	-8.645346E-11

2	2018-07-11 14:41:07	0	-8.083083E-11

2	2018-07-11 14:41:08	0	-8.647234E-11

2	2018-07-11 14:41:10	0	-8.673216E-11

2	2018-07-11 14:41:11	0	-8.305687E-11

2	2018-07-11 14:41:12	0	-9.329222E-11

2	2018-07-11 14:41:13	0	-8.305236E-11

2	2018-07-11 14:41:15	0	-8.563245E-11

2	2018-07-11 14:41:16	0	-7.788334E-11

2	2018-07-11 14:41:17	0	-8.563449E-11

2	2018-07-11 14:41:19	0	-8.108667E-11

2	2018-07-11 14:41:20	0	-8.340101E-11

2	2018-07-11 14:41:21	0	-8.185860E-11

2	2018-07-11 14:41:23	0	-7.392096E-11

2	2018-07-11 14:41:24	0	-7.879140E-11

2	2018-07-11 14:41:25	0	-8.331767E-11

2	2018-07-11 14:41:27	0	-8.566529E-11

