Processed root file        charge                Date      
me11data_3000/A10858.root      749.69       12-OCT-2022
me11data_3000/A11523.root      788.89       05-APR-2023
me11data_3000/A11770.root      793.65       12-May-2023
me11data_3000/A12109.root      807.65       09-AUG-2023
me11data_3000/A12238.root      810.91       16-AUG-2023
me11data_3000/A12886.root      836.69       21-Feb-2024
me11data_3000/A13167.root      850.34       27-Mar-2024
me11data_3000/A13250.root      850.35       08-MAY-2024
me11data_3000/A13409.root      854.09       05-JUN-2024
me11data_3000/A13508.root      856.52       12-JUL-2024
me11data_3000/A13542.root      857.20       17-Jul-2024         
me11data_3000/A13721.root      857.48       31-Jul-2024
me11data_3000/A13804.root      860.68       07-AUG-2024
me11data_3000/A13935.root      885.68       28-AUG-2024
me11data_3000/A13969.root      888.08       04-SEP-2024
me11data_3000/A14039.root      910.38       16-OCT-2024
me11data_3000/A14165.root      923.78       30-OCT-2024
me11data_3000/A14566.root      951.70       05-MAR-2025
me11data_3000/A14683.root      974.90       30-APR-2025
me11data_3000/A14782.root      975          07-MAY-2025
